,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Rating
4065,244000.0,3.0,2.0,1460.0,4692,1.0,0,0,3.0,7.0,1460,0,1988,0,98055,47.472,122.192,1600,4557.0,Excellent
4066,565000.0,3.0,2.0,1540.0,3570,1.5,0,0,5.0,7.0,1490,50,1930,0,98105,47.6692,122.325,1620,4080.0,Excellent
4067,373000.0,5.5,2.0,2850.0,12714,1.0,0,0,3.0,7.0,2850,0,1959,0,98055,47.4859,122.205,1480,4942.0,Excellent
4068,300000.0,3.0,2.0,1310.0,9855,1.0,0,0,3.0,7.0,1310,0,1962,0,98034,47.7296,122.241,1310,8370.0,Excellent
4069,405000.0,5.0,2.0,2430.0,4781,2.0,0,0,3.0,9.0,2430,0,2001,0,98058,47.4487,122.117,2420,4770.0,Excellent
4070,979000.0,3.0,2.0,1700.0,14133,1.0,0,0,4.0,8.0,1700,0,1954,0,98004,47.6166,122.22,2630,17376.0,Excellent
4071,324888.0,4.0,2.0,2160.0,19160,2.0,0,0,4.0,8.0,2160,0,1978,0,98092,47.3212,122.118,1790,17557.5,Excellent
4072,445000.0,3.0,2.0,860.0,3200,1.0,0,0,3.0,6.0,860,0,1929,0,98117,47.6791,122.362,1220,4300.0,Good
4073,761000.0,3.0,2.0,2050.0,2020,2.0,0,0,3.0,8.0,1520,530,2006,0,98112,47.6235,122.306,1230,3640.0,Excellent
4074,435000.0,4.0,2.0,1650.0,4745,1.0,0,0,3.0,7.0,1130,520,1972,0,98034,47.7359,122.18,1650,5184.0,Excellent
4075,252000.0,3.0,2.0,1570.0,8410,1.0,0,0,3.0,7.0,1180,390,1991,0,98022,47.1942,121.99,1540,8410.0,Excellent
4076,350000.0,3.0,2.0,1660.0,10150,1.5,0,0,3.0,7.0,1660,0,1957,0,98133,47.7512,122.342,1640,8906.0,Excellent
4077,875000.0,3.0,2.0,1220.0,8119,1.0,0,0,4.0,7.0,1220,0,1955,0,98039,47.6328,122.236,1910,8119.0,Excellent
4078,940000.0,3.0,2.0,1220.0,8119,1.0,0,0,4.0,7.0,1220,0,1955,0,98039,47.6328,122.236,1910,8119.0,Excellent
4079,280000.0,3.0,2.0,1780.0,11342,1.0,0,0,3.0,7.0,1780,0,1964,0,98148,47.4617,122.327,2140,8449.0,Excellent
4080,450000.0,3.0,2.0,2180.0,4226,2.0,0,0,3.0,8.0,2180,0,2004,0,98011,47.7733,122.226,2540,4607.0,Excellent
4081,905000.0,3.0,2.0,3520.0,19160,2.5,0,0,3.0,9.0,3520,0,2004,0,98092,47.2687,122.056,2310,17557.5,Excellent
4082,382450.0,3.0,2.0,2220.0,19160,2.0,0,0,3.0,8.0,2220,0,1998,0,98001,47.2864,122.264,2420,17557.5,Excellent
4083,246700.0,3.0,2.0,1610.0,13309,1.0,0,0,4.0,7.0,1610,0,1967,0,98042,47.3398,122.133,1610,15725.0,Excellent
4084,220000.0,3.0,2.0,1070.0,9331,1.0,0,0,3.0,6.0,1070,0,1956,0,98155,47.7633,122.313,1480,8400.0,Good
4085,555750.0,3.0,2.0,1060.0,4880,1.0,0,0,2.0,6.0,910,150,1913,0,98118,47.5545,122.288,1200,4880.0,Good
4086,262500.0,3.0,2.0,1160.0,8906,1.0,0,0,3.0,7.0,1160,0,1962,0,98118,47.5362,122.29,1160,8906.0,Excellent
4087,515000.0,2.0,2.0,910.0,4725,1.0,0,0,3.0,7.0,910,0,1949,0,98115,47.676,122.281,1600,5200.0,Excellent
4088,499500.0,3.0,2.0,2970.0,19160,2.0,0,0,3.0,9.0,2970,0,1998,0,98059,47.4741,122.099,2040,17557.5,Excellent
4089,135000.0,1.5,2.0,790.0,13062,1.0,0,0,3.0,6.0,790,0,1942,0,98168,47.4919,122.311,1240,7137.0,Good
4090,462500.0,2.0,2.0,1540.0,7290,2.0,0,0,3.0,7.0,1540,0,1948,0,98136,47.551,122.395,1540,7072.0,Excellent
4091,937500.0,4.0,2.0,3130.0,19160,1.0,0,0,3.0,9.0,2530,600,1956,0,98177,47.7598,122.372,3665,17557.5,Excellent
4092,458000.0,3.0,2.0,1470.0,9570,1.0,0,0,3.0,7.0,1280,190,1941,0,98125,47.7032,122.306,1390,9570.0,Excellent
4093,845000.0,4.0,2.0,3160.0,7143,1.5,0,0,3.0,8.0,2100,1060,1933,0,98199,47.6513,122.406,2200,6122.0,Excellent
4094,660000.0,3.0,2.0,2675.0,19160,2.0,0,0,3.0,8.0,2675,0,1984,0,98075,47.5916,122.055,2300,17557.5,Excellent
4095,265000.0,3.0,2.0,1340.0,6783,1.0,0,0,4.0,7.0,1340,0,1987,0,98030,47.3504,122.177,1630,6458.0,Excellent
4096,599999.0,5.5,2.0,3830.0,6988,2.5,0,0,3.0,7.0,2450,1380,1938,0,98103,47.6927,122.338,1460,6291.0,Excellent
4097,280000.0,3.0,2.0,1800.0,8697,2.0,0,0,3.0,8.0,1800,0,1987,0,98023,47.3115,122.4,1770,8390.0,Excellent
4098,1055000.0,3.0,2.0,2990.0,19160,2.0,0,0,4.0,9.5,2990,0,1974,0,98072,47.746,122.138,3500,17557.5,Excellent
4099,875000.0,4.0,2.0,3720.0,14125,1.0,0,0,4.0,9.0,1930,1400,1960,0,98005,47.5911,122.177,3160,15300.0,Excellent
4100,125000.0,3.0,2.0,920.0,7276,1.0,0,0,4.0,6.0,920,0,1961,0,98002,47.285,122.211,1120,7276.0,Good
4101,634800.0,4.0,2.0,3280.0,4904,2.0,0,0,3.0,7.0,3280,0,2005,0,98053,47.6802,122.033,2600,5004.0,Excellent
4102,269950.0,4.0,2.0,1440.0,9600,1.0,0,0,2.0,7.0,1440,0,1964,0,98001,47.3168,122.264,1740,17557.5,Excellent
4103,359950.0,3.0,2.0,1940.0,11612,1.0,0,0,4.0,8.0,1100,840,1981,0,98178,47.5018,122.23,2180,8954.0,Excellent
4104,417000.0,3.0,2.0,1590.0,11454,1.0,0,0,4.0,8.0,1590,0,1979,0,98056,47.5049,122.186,1970,9960.0,Excellent
4105,389000.0,2.0,2.0,1340.0,4122,1.0,0,0,3.0,8.0,1340,0,2007,0,98053,47.7182,122.022,1350,4273.0,Excellent
4106,1038000.0,4.0,2.0,3770.0,10893,2.0,0,0,3.0,9.5,3740,0,1997,0,98006,47.5646,122.129,3665,9685.0,Excellent
4107,698000.0,5.5,2.0,2680.0,11250,1.0,0,0,5.0,7.0,1340,1340,1967,0,98033,47.6553,122.19,2200,9875.0,Excellent
4108,685000.0,4.0,2.0,2820.0,10125,2.0,0,0,3.0,8.0,2820,0,2008,0,98155,47.7494,122.304,1560,10125.0,Excellent
4109,198500.0,3.0,2.0,1520.0,7137,1.0,0,0,3.0,5.5,1520,0,1932,0,98168,47.4924,122.311,1240,8602.0,Good
4110,350000.0,4.0,2.0,2560.0,5428,2.0,0,0,3.0,8.0,2560,0,2012,0,98042,47.3835,122.095,2620,5428.0,Excellent
4111,649950.0,3.0,2.0,3310.0,19160,1.0,0,0,3.0,8.0,2160,1150,1919,0,98038,47.4167,121.936,2340,17557.5,Excellent
4112,441000.0,3.0,2.0,1540.0,7200,1.0,0,0,3.0,7.0,1540,0,1968,0,98011,47.7357,122.195,1560,7500.0,Excellent
4113,462600.0,3.0,2.0,1430.0,11761,1.0,0,0,4.0,8.0,1430,0,1964,0,98052,47.6686,122.157,2040,10035.0,Excellent
4114,365070.0,4.0,2.0,2506.0,6232,2.0,0,0,3.0,7.0,2506,0,2006,0,98030,47.3734,122.182,2070,8260.0,Excellent
4115,550000.0,4.0,2.0,2250.0,7500,1.0,0,0,5.0,7.0,1200,1050,1956,0,98005,47.5877,122.157,1440,7500.0,Excellent
4116,470000.0,5.0,2.0,2740.0,9600,1.0,0,0,4.0,7.0,1370,1370,1945,0,98144,47.5738,122.315,1990,4800.0,Excellent
4117,340000.0,3.0,2.0,1540.0,10400,1.0,0,0,3.0,6.0,1540,0,1977,0,98024,47.5651,121.89,1090,7500.0,Good
4118,910000.0,4.0,2.0,4190.0,19160,1.0,0,0,4.0,9.0,2040,1400,1965,0,98005,47.6472,122.157,3050,17557.5,Excellent
4119,405000.0,4.0,2.0,1690.0,8392,1.0,0,0,3.0,7.0,1190,500,1979,0,98028,47.773,122.256,1880,9861.0,Excellent
4120,661000.0,4.0,2.0,1990.0,4600,1.5,0,0,4.0,8.0,1420,570,1932,0,98126,47.5638,122.38,1810,5750.0,Excellent
4121,635000.0,4.0,2.0,2410.0,7069,2.0,0,0,3.0,9.0,2410,0,1993,0,98034,47.7094,122.234,2240,7184.0,Excellent
4122,282000.0,2.0,2.0,1150.0,6098,1.0,0,0,3.0,7.0,950,200,1948,0,98125,47.7259,122.328,1790,8455.0,Excellent
4123,235000.0,4.0,2.0,1720.0,10137,2.0,0,0,3.0,7.0,1720,0,1956,0,98188,47.4424,122.276,1350,10205.0,Excellent
4124,277500.0,3.0,2.0,1260.0,19160,2.0,0,0,4.0,7.0,1260,0,1981,0,98023,47.2772,122.354,1430,13000.0,Excellent
4125,346500.0,5.0,2.0,2020.0,8250,1.0,0,0,4.0,8.0,1430,590,1978,0,98058,47.4432,122.135,1680,8959.0,Excellent
4126,480000.0,5.0,2.0,2240.0,5500,1.0,0,0,3.0,7.0,1490,750,1959,0,98136,47.5305,122.391,2010,6050.0,Excellent
4127,360000.0,4.0,2.0,1930.0,6508,2.0,0,0,3.0,8.0,1930,0,1996,0,98019,47.7458,121.977,2170,6548.0,Excellent
4128,245000.0,3.0,2.0,1820.0,6785,1.0,0,0,3.0,7.0,1420,400,1994,0,98092,47.3201,122.177,1710,6055.0,Excellent
4129,625000.0,3.0,2.0,1560.0,1490,2.0,0,0,3.0,8.0,1240,320,1995,0,98102,47.6248,122.319,1560,1662.0,Excellent
4130,750500.0,5.0,2.0,2170.0,2440,1.5,0,0,4.0,8.0,1450,720,1911,0,98115,47.6724,122.317,2070,4000.0,Excellent
4131,525000.0,3.0,2.0,1600.0,9579,1.0,0,0,3.0,8.0,1180,420,1977,0,98072,47.7662,122.159,1750,9829.0,Excellent
4132,740000.0,4.0,2.0,3760.0,19160,2.0,0,0,3.0,9.0,2950,810,1998,0,98053,47.6328,121.964,2870,17557.5,Excellent
4133,523000.0,3.0,2.0,1240.0,7735,1.0,0,0,4.0,7.0,1240,0,1957,0,98008,47.601,122.122,1260,7500.0,Excellent
4134,292000.0,3.0,2.0,1090.0,4500,1.5,0,0,5.0,8.0,1090,0,1929,0,98118,47.5157,122.256,1640,5225.0,Excellent
4135,625000.0,4.0,2.0,2740.0,9599,1.0,0,0,3.0,8.0,1820,920,1961,0,98177,47.7728,122.385,2660,8280.0,Excellent
4136,700000.0,3.0,2.0,3110.0,11727,2.0,0,0,3.0,9.0,3110,0,2002,0,98065,47.5445,121.871,3665,13353.0,Excellent
4137,399950.0,3.0,2.0,1610.0,1320,2.0,0,0,3.0,7.0,1280,330,2007,0,98144,47.6,122.298,1480,1602.0,Excellent
4138,545000.0,4.0,2.0,1880.0,1341,3.0,0,0,3.0,8.0,1650,230,2007,0,98122,47.6053,122.306,1740,1883.0,Excellent
4139,339999.0,4.0,2.0,1740.0,6369,1.0,0,0,5.0,6.0,870,870,1954,0,98133,47.7461,122.332,1560,7200.0,Good
4140,1129575.0,4.0,2.0,3270.0,6000,2.0,0,0,5.0,8.0,2180,1090,1909,0,98122,47.6101,122.286,2880,6000.0,Excellent
4141,545000.0,3.0,2.0,1990.0,5149,2.0,0,0,3.0,8.0,1990,0,2003,0,98075,47.5895,122.019,2280,4506.0,Excellent
4142,260000.0,4.0,2.0,1960.0,8400,1.0,0,0,4.0,8.0,1960,0,1967,0,98023,47.3111,122.379,2080,8400.0,Excellent
4143,526000.0,3.0,2.0,1680.0,3420,1.0,0,0,3.0,7.0,960,720,1992,0,98115,47.6854,122.291,1680,4080.0,Excellent
4144,701000.0,4.0,2.0,2910.0,8540,2.0,0,0,3.0,9.0,2910,0,2003,0,98059,47.5223,122.156,3040,6091.0,Excellent
4145,290000.0,3.0,2.0,1500.0,7482,1.0,0,0,4.0,7.0,1210,290,1968,0,98055,47.4619,122.187,1480,7308.0,Excellent
4146,330600.0,1.5,2.0,580.0,1799,1.0,0,0,3.0,7.0,580,0,1908,0,98117,47.6829,122.375,1260,4000.0,Excellent
4147,550500.0,3.0,2.0,2540.0,8280,1.0,0,0,3.0,7.0,1270,1270,1949,0,98177,47.7219,122.358,1950,8280.0,Excellent
4148,430000.0,2.0,2.0,950.0,6426,1.0,0,0,3.0,7.0,950,0,1949,0,98126,47.5653,122.37,1360,2550.0,Excellent
4149,1129575.0,4.0,2.0,4234.5,16573,2.0,0,0,3.0,9.5,3740,1320,2008,0,98039,47.6151,122.224,3140,15996.0,Excellent
4150,260600.0,2.0,2.0,810.0,4560,1.0,0,0,3.0,7.0,810,0,1928,0,98126,47.5425,122.376,1490,4560.0,Excellent
4151,825000.0,5.0,2.0,4080.0,7500,2.0,0,0,4.0,8.0,2720,1360,1961,0,98103,47.6722,122.349,2000,4545.0,Excellent
4152,378950.0,4.0,2.0,1820.0,8400,1.0,0,0,5.0,7.0,1300,520,1956,0,98155,47.7615,122.329,1700,9450.0,Excellent
4153,435000.0,4.0,2.0,2650.0,9065,2.0,0,0,3.0,7.0,2650,0,2000,0,98019,47.7258,121.959,2590,13218.0,Excellent
4154,631000.0,3.0,2.0,1670.0,1396,2.0,0,0,3.0,9.0,1250,420,2015,0,98115,47.6814,122.288,1610,5191.0,Excellent
4155,415000.0,3.0,2.0,2480.0,8342,2.0,0,0,3.0,8.0,2480,0,1986,0,98058,47.4381,122.134,2300,8303.0,Excellent
4156,222000.0,3.0,2.0,1240.0,7560,1.0,0,0,3.0,8.0,1070,170,1967,0,98003,47.333,122.3,1650,7560.0,Excellent
4157,245000.0,3.0,2.0,1390.0,8250,1.0,0,0,3.0,7.0,1390,0,1987,0,98042,47.3707,122.094,1390,7875.0,Excellent
4158,720000.0,3.0,2.0,2880.0,10126,2.0,0,0,4.0,9.5,2880,0,1985,0,98074,47.6319,122.037,2960,10514.0,Excellent
4159,215000.0,3.0,2.0,1060.0,9954,1.0,0,0,4.0,7.0,1060,0,1960,0,98032,47.3801,122.289,1620,8760.0,Excellent
4160,579100.0,2.0,2.0,1070.0,2754,1.0,0,0,3.0,7.0,830,240,1924,0,98103,47.6755,122.331,1760,4080.0,Excellent
4161,522500.0,4.0,2.0,1640.0,9299,1.5,0,0,4.0,7.0,870,770,1943,0,98056,47.5334,122.168,2460,14326.0,Excellent
4162,489000.0,3.0,2.0,1510.0,3000,1.0,0,0,4.0,7.0,910,600,1972,0,98115,47.6804,122.319,1620,4000.0,Excellent
4163,240000.0,3.0,2.0,1230.0,2353,1.5,0,0,4.0,6.0,1230,0,1925,0,98106,47.5177,122.354,1280,1572.0,Good
4164,420250.0,3.0,2.0,1510.0,3657,1.0,0,0,3.0,8.0,1510,0,2007,0,98053,47.7225,122.029,1510,3657.0,Excellent
4165,523000.0,4.0,2.0,3180.0,19160,2.0,0,0,3.0,8.0,2120,1060,1967,0,98034,47.7176,122.241,2700,14190.0,Excellent
4166,628000.0,4.0,2.0,2260.0,6000,1.0,0,0,3.0,8.0,1430,830,1958,0,98115,47.6876,122.298,2030,5874.0,Excellent
4167,320000.0,4.0,2.0,1920.0,7277,2.0,0,0,4.0,8.0,1920,0,1990,0,98031,47.4058,122.192,2300,7645.0,Excellent
4168,359950.0,3.0,2.0,1980.0,7800,2.0,0,0,3.0,8.0,1980,0,1999,0,98055,47.4492,122.199,1700,17557.5,Excellent
4169,232000.0,2.0,2.0,1200.0,8063,1.0,0,0,4.0,6.0,1200,0,1958,0,98198,47.4204,122.324,1200,7500.0,Good
4170,810000.0,4.0,2.0,2020.0,5600,1.0,0,0,4.0,8.0,1210,810,1961,0,98115,47.6821,122.267,2660,6050.0,Excellent
4171,245000.0,4.0,2.0,2010.0,7561,1.5,0,0,4.0,7.0,1890,120,1921,0,98002,47.311,122.227,1420,6564.0,Excellent
4172,273000.0,3.0,2.0,1930.0,8192,1.0,0,0,3.0,7.0,1470,460,1984,0,98003,47.2624,122.299,1510,8192.0,Excellent
4173,1129575.0,5.0,2.0,2710.0,14989,1.0,0,0,3.0,8.0,1720,990,1959,0,98004,47.6411,122.207,3180,16624.0,Excellent
4174,438000.0,5.0,2.0,1950.0,6250,1.5,0,0,4.0,7.0,1450,500,1917,0,98136,47.5511,122.386,1950,6250.0,Excellent
4175,400000.0,3.0,2.0,2110.0,19160,1.0,0,0,4.0,8.0,2110,0,1959,0,98055,47.4742,122.198,880,10077.0,Excellent
4176,340000.0,3.0,2.0,1250.0,4800,1.0,0,0,4.0,7.0,1250,0,1951,0,98126,47.5517,122.381,1404,4800.0,Excellent
4177,552000.0,2.0,2.0,1380.0,951,3.0,0,0,3.0,9.0,1380,0,2006,0,98103,47.6654,122.355,1430,3400.0,Excellent
4178,790000.0,3.0,2.0,2050.0,4080,2.0,0,0,3.0,8.0,2050,0,1991,0,98105,47.6698,122.325,1890,4080.0,Excellent
4179,360000.0,3.0,2.0,1800.0,19160,2.0,0,0,3.0,8.0,1800,0,1931,0,98168,47.4889,122.286,1440,16640.0,Excellent
4180,235000.0,3.0,2.0,1310.0,15022,1.0,0,0,3.0,7.0,1310,0,1934,0,98168,47.5008,122.332,1530,13154.0,Excellent
4181,775000.0,2.0,2.0,1010.0,3600,1.0,0,0,3.0,7.0,1010,0,1913,0,98107,47.6641,122.357,1540,3600.0,Excellent
4182,489200.0,3.0,2.0,1850.0,9600,1.5,0,0,5.0,7.0,1850,0,1965,0,98034,47.7259,122.226,1250,10500.0,Excellent
4183,341000.0,3.0,2.0,1750.0,8900,2.0,0,0,4.0,8.0,1750,0,1977,0,98058,47.4451,122.136,1680,7910.0,Excellent
4184,335000.0,4.0,2.0,2154.0,6050,2.0,0,0,3.0,8.0,2154,0,2012,0,98030,47.3513,122.174,2305,5769.0,Excellent
4185,393500.0,3.0,2.0,1230.0,1441,2.0,0,0,3.0,8.0,1010,220,2004,0,98116,47.5626,122.382,1170,1942.0,Excellent
4186,360000.0,3.0,2.0,1960.0,8846,1.0,0,0,4.0,6.0,980,980,1940,0,98178,47.5101,122.246,2190,6363.0,Good
4187,400800.0,4.0,2.0,1070.0,5750,1.0,0,0,3.0,6.0,870,200,1923,0,98126,47.564,122.379,1270,5750.0,Good
4188,585000.0,3.0,2.0,1450.0,5378,1.0,0,0,3.0,7.0,1190,260,1939,0,98199,47.6436,122.405,1810,5559.0,Excellent
4189,1129575.0,4.0,2.0,3680.0,5000,2.0,0,0,3.0,9.0,2480,1200,1936,0,98105,47.6599,122.269,3200,5000.0,Excellent
4190,1129575.0,4.0,2.0,4234.5,19160,2.0,0,0,4.0,9.5,3740,1370,1994,0,98177,47.7288,122.37,3420,17557.5,Excellent
4191,300000.0,3.0,2.0,1220.0,13000,1.0,0,0,4.0,7.0,1220,0,1955,0,98133,47.7608,122.353,1510,12600.0,Excellent
4192,1045000.0,4.0,2.0,2950.0,4560,2.0,0,0,5.0,7.0,1810,1140,1912,0,98103,47.6525,122.333,2000,4560.0,Excellent
4193,360000.0,3.0,2.0,1340.0,1110,2.0,0,0,3.0,7.0,1040,300,1999,0,98117,47.698,122.366,1220,1110.0,Excellent
4194,665900.0,4.0,2.0,2870.0,5453,2.0,0,0,4.0,8.0,2220,650,1926,0,98146,47.5129,122.388,1660,4800.0,Excellent
4195,470000.0,4.0,2.0,2590.0,18224,1.5,0,0,4.0,7.0,2000,590,1911,0,98118,47.5318,122.286,1800,7080.0,Excellent
4196,581000.0,4.0,2.0,2090.0,8164,1.0,0,0,4.0,8.0,1070,1020,1963,0,98052,47.6715,122.155,1310,7975.0,Excellent
4197,527000.0,5.5,2.0,3000.0,8401,1.0,0,0,3.0,8.0,1500,1400,1979,0,98125,47.7226,122.299,1400,8403.0,Excellent
4198,423000.0,4.0,2.0,1730.0,7245,1.0,0,0,4.0,7.0,880,850,1955,0,98007,47.5995,122.144,1550,7245.0,Excellent
4199,875000.0,4.0,2.0,2850.0,4416,1.5,0,0,3.0,7.0,2040,810,1926,0,98103,47.6835,122.342,1860,4416.0,Excellent
4200,410000.0,3.0,2.0,1020.0,6903,1.0,0,0,3.0,7.0,1020,0,1951,0,98116,47.571,122.392,1440,6678.0,Excellent
4201,606000.0,3.0,2.0,2200.0,6005,2.0,0,0,3.0,9.0,2200,0,1997,0,98072,47.7408,122.169,2320,6098.0,Excellent
4202,654000.0,3.0,2.0,3240.0,19160,2.0,0,0,3.0,7.0,3240,0,1997,0,98045,47.5192,121.8205,2570,17557.5,Excellent
4203,150000.0,3.0,2.0,490.0,19160,1.5,0,0,4.0,5.5,490,0,1959,0,98014,47.7112,121.8205,800,17557.5,Good
4204,373000.0,3.0,2.0,2990.0,6771,1.0,0,0,3.0,7.0,1550,1400,2003,0,98106,47.5237,122.353,1800,6771.0,Excellent
4205,550000.0,5.0,2.0,2450.0,9488,1.0,0,0,4.0,7.0,1240,1210,1900,0,98133,47.7056,122.34,1310,5693.0,Excellent
4206,512500.0,3.0,2.0,1900.0,7604,2.0,0,0,3.0,8.0,1900,0,1990,0,98033,47.7002,122.188,1980,9583.0,Excellent
4207,360000.0,4.0,2.0,2640.0,7388,2.0,0,0,3.0,7.0,2640,0,2003,0,98038,47.3505,122.027,2640,6383.0,Excellent
4208,369000.0,3.0,2.0,1340.0,1480,3.0,0,0,3.0,8.0,1340,0,1997,0,98117,47.6904,122.393,1340,1321.0,Excellent
4209,825000.0,4.0,2.0,3220.0,5262,2.0,0,0,3.0,9.0,3220,0,2003,0,98033,47.6878,122.162,3220,4921.0,Excellent
4210,255000.0,3.0,2.0,930.0,11475,1.0,0,0,3.0,7.0,930,0,1978,0,98045,47.4644,121.8205,1280,11250.0,Excellent
4211,1129575.0,4.0,2.0,3240.0,10800,1.0,0,0,3.0,9.5,2260,980,1946,0,98105,47.6709,122.262,3490,10800.0,Excellent
4212,270000.0,5.0,2.0,2630.0,8470,1.5,0,0,4.0,8.0,2630,0,1968,0,98002,47.2863,122.196,1780,8575.0,Excellent
4213,480680.0,3.0,2.0,1730.0,4924,2.0,0,0,3.0,8.0,1730,0,1996,0,98029,47.5672,122.005,1610,4313.0,Excellent
4214,525000.0,4.0,2.0,2120.0,7725,1.0,0,0,3.0,8.0,1220,900,1965,0,98007,47.6003,122.144,2160,7725.0,Excellent
4215,291500.0,3.0,2.0,880.0,9238,1.5,0,0,5.0,6.0,880,0,1946,0,98155,47.7494,122.319,1170,9238.0,Good
4216,305000.0,4.0,2.0,1800.0,13551,1.0,0,0,4.0,7.0,1800,0,1974,0,98059,47.4721,122.128,1730,13551.0,Excellent
4217,285000.0,3.0,2.0,1600.0,7500,1.0,0,0,3.0,7.0,1600,0,1998,0,98002,47.2831,122.199,1620,7461.0,Excellent
4218,1129575.0,3.0,2.0,3280.0,19160,2.0,0,0,3.0,9.5,3280,0,1925,0,98199,47.6699,122.416,3530,17557.5,Excellent
4219,329500.0,5.0,2.0,3290.0,8000,1.0,0,0,3.0,7.0,1790,1400,1968,0,98030,47.3733,122.214,2380,7000.0,Excellent
4220,1129575.0,4.0,2.0,2890.0,18226,3.0,0,0,3.0,9.5,2890,0,1984,0,98056,47.5169,122.209,2870,11151.0,Excellent
4221,379260.0,3.0,2.0,1730.0,7202,1.0,0,0,3.0,7.0,1330,400,1991,0,98198,47.4099,122.329,2100,8125.0,Excellent
4222,356000.0,3.0,2.0,1590.0,3411,2.0,0,0,3.0,7.0,1590,0,2000,0,98065,47.5303,121.878,1590,3411.0,Excellent
4223,571900.0,4.0,2.0,1710.0,8947,1.0,0,0,4.0,7.0,1710,0,1956,0,98007,47.5947,122.135,1360,10133.0,Excellent
4224,271500.0,3.0,2.0,1995.0,18360,2.0,0,0,3.0,7.0,1995,0,1957,0,98198,47.4129,122.322,1980,13640.0,Excellent
4225,390000.0,3.0,2.0,1300.0,10030,1.0,0,0,4.0,7.0,1300,0,1967,0,98034,47.7359,122.192,1520,7713.0,Excellent
4226,550000.0,3.0,2.0,2720.0,19160,1.0,0,0,3.0,8.0,2040,680,1985,0,98038,47.4168,122.074,2770,17557.5,Excellent
4227,755000.0,2.0,2.0,1360.0,2070,2.0,0,0,3.0,8.0,1360,0,1999,0,98102,47.6423,122.329,1920,2092.0,Excellent
4228,509500.0,2.0,2.0,1590.0,1485,2.0,0,0,3.0,8.0,1300,290,1994,0,98199,47.6375,122.387,1880,3675.0,Excellent
4229,486700.0,2.0,2.0,1200.0,6278,1.0,0,0,3.0,7.0,1080,120,1942,0,98103,47.7001,122.351,1200,6211.0,Excellent
4230,527500.0,2.0,2.0,1170.0,3000,1.5,0,0,3.0,7.0,1170,0,1910,0,98103,47.6697,122.338,1530,4000.0,Excellent
4231,475000.0,5.0,2.0,2010.0,3600,1.5,0,0,3.0,6.0,1510,500,1912,0,98119,47.6522,122.366,1780,3600.0,Good
4232,268000.0,3.0,2.0,1880.0,1793,2.0,0,0,3.0,7.0,1810,70,2001,0,98108,47.5405,122.293,1800,2537.0,Excellent
4233,562000.0,3.0,2.0,3250.0,19160,2.0,0,0,4.0,8.0,3250,0,1978,0,98075,47.5849,122.016,2370,17557.5,Excellent
4234,780000.0,4.0,2.0,2270.0,13449,1.0,0,0,4.0,9.0,1310,960,1975,0,98040,47.5416,122.232,2810,13475.0,Excellent
4235,700000.0,5.5,2.0,3680.0,4400,2.0,0,0,3.0,7.0,2830,850,1908,0,98102,47.6374,122.324,1960,2450.0,Excellent
4236,710000.0,3.0,2.0,1880.0,3000,1.0,0,0,4.0,8.0,1040,840,1931,0,98109,47.6418,122.351,1790,3000.0,Excellent
4237,445000.0,3.0,2.0,1050.0,5664,1.0,0,0,4.0,7.0,910,140,1947,0,98115,47.6897,122.285,1500,5664.0,Excellent
4238,729000.0,3.0,2.0,2250.0,19160,1.0,0,0,3.0,9.0,2250,0,2005,0,98038,47.4246,122.014,2760,17557.5,Excellent
4239,384400.0,3.0,2.0,1689.0,1388,3.0,0,0,3.0,8.0,1689,0,2008,0,98125,47.7174,122.317,1459,1384.0,Excellent
4240,815000.0,5.5,2.0,2860.0,17853,1.0,0,0,3.0,8.0,1430,1400,1962,0,98006,47.546,122.175,1920,13452.0,Excellent
4241,865000.0,4.0,2.0,2710.0,4069,3.0,0,0,4.0,9.5,2710,0,1990,0,98122,47.604,122.288,1810,3586.0,Excellent
4242,514000.0,3.0,2.0,1770.0,7200,1.0,0,0,4.0,7.0,1770,0,1967,0,98033,47.6642,122.173,2250,11250.0,Excellent
4243,615000.0,4.0,2.0,2820.0,13193,1.0,0,0,3.0,8.0,1860,960,1965,0,98006,47.5579,122.174,2580,13193.0,Excellent
4244,865000.0,4.0,2.0,3400.0,19160,1.0,0,0,4.0,8.0,2000,1400,1980,0,98072,47.7293,122.099,3460,17557.5,Excellent
4245,755000.0,4.0,2.0,3110.0,6930,2.0,0,0,3.0,9.0,3110,0,2004,0,98052,47.7011,122.112,3090,7000.0,Excellent
4246,425000.0,4.0,2.0,1480.0,8321,1.0,0,0,3.0,7.0,1080,400,1953,0,98155,47.7629,122.318,1580,8502.0,Excellent
4247,375000.0,2.0,2.0,940.0,9839,1.0,0,0,3.0,6.0,940,0,1910,0,98136,47.5379,122.386,1330,8740.0,Good
4248,750000.0,4.0,2.0,2680.0,4548,2.0,0,0,3.0,8.0,2680,0,2009,0,98052,47.7073,122.114,2750,4548.0,Excellent
4249,722000.0,4.0,2.0,3190.0,5408,2.0,0,0,3.0,9.0,3190,0,2005,0,98075,47.5903,121.988,3160,5773.0,Excellent
